period,midpoint,Raw SEC,Smooth SEC,dH,Subregion
1995/12 - 2000/12,1998-06-30 12:48:50.273438,0.031,0.031,-0.550376396626234,A-Ap
1996/01 - 2001/01,1998-07-31 13:01:08.554688,0.031,0.029,-0.5190389528870583,A-Ap
1996/02 - 2001/02,1998-08-30 01:22:08.906250,0.029,0.026,-0.48870699666440487,A-Ap
1996/03 - 2001/03,1998-09-29 00:56:44.882812,0.02,0.024,-0.4642646396532655,A-Ap
1996/04 - 2001/04,1998-10-30 00:09:03.164062,0.02,0.022,-0.44470639433711767,A-Ap
1996/05 - 2001/05,1998-11-28 23:43:39.140625,0.02,0.021,-0.42514814902096987,A-Ap
1996/06 - 2001/06,1998-12-29 23:55:57.421875,0.02,0.023,-0.40558990370482206,A-Ap
1996/07 - 2001/07,1999-01-29 00:02:43.476562,0.028,0.025,-0.3816866595298052,A-Ap
1996/08 - 2001/08,1999-03-01 00:15:01.757812,0.028,0.027,-0.3534384164959192,A-Ap
1996/09 - 2001/09,1999-04-01 00:55:09.960938,0.028,0.028,-0.32519017346203327,A-Ap
1996/10 - 2001/10,1999-05-01 01:01:56.015625,0.028,0.027,-0.2969419304281473,A-Ap
1996/11 - 2001/11,1999-06-01 01:14:14.296875,0.028,0.026,-0.26869368739426136,A-Ap
1996/12 - 2001/12,1999-07-01 00:48:50.273438,0.022,0.024,-0.24367633368819952,A-Ap
1997/01 - 2002/01,1999-08-01 01:08:15.703125,0.022,0.023,-0.2218898693099618,A-Ap
1997/02 - 2002/02,1999-08-30 01:16:31.406250,0.022,0.021,-0.20010340493172407,A-Ap
1997/03 - 2002/03,1999-09-29 00:56:18.515625,0.022,0.021,-0.17831694055348635,A-Ap
1997/04 - 2002/04,1999-10-30 01:11:46.640625,0.019,0.02,-0.15800122823566198,A-Ap
1997/05 - 2002/05,1999-11-28 23:51:33.750000,0.019,0.019,-0.13915626797825098,A-Ap
1997/06 - 2002/06,1999-12-30 00:07:01.875000,0.019,0.019,-0.12031130772083998,A-Ap
1997/07 - 2002/07,2000-01-28 23:46:48.984375,0.019,0.022,-0.10146634746342897,A-Ap
1997/08 - 2002/08,2000-02-29 00:02:17.109375,0.019,0.026,-0.08262138720601797,A-Ap
1997/09 - 2002/09,2000-03-31 01:17:45.234375,0.036,0.029,-0.05525001510977745,A-Ap
1997/10 - 2002/10,2000-04-30 00:57:32.343750,0.036,0.032,-0.019352231174707413,A-Ap
1997/11 - 2002/11,2000-05-31 01:13:00.468750,0.036,0.035,0.016545552760362625,A-Ap
1997/12 - 2002/12,2000-06-30 00:52:47.578125,0.036,0.033,0.05244333669543266,A-Ap
1998/01 - 2003/01,2000-07-31 01:08:15.703125,0.03,0.032,0.08555209077894688,A-Ap
1998/02 - 2003/02,2000-08-29 01:16:31.406250,0.028,0.03,0.11486502457410097,A-Ap
1998/03 - 2003/03,2000-09-28 00:56:18.515625,0.028,0.029,0.14317116793245077,A-Ap
1998/04 - 2003/04,2000-10-29 01:11:46.640625,0.028,0.029,0.17147731129080057,A-Ap
1998/05 - 2003/05,2000-11-27 23:51:33.750000,0.028,0.03,0.19978345464915037,A-Ap
1998/06 - 2003/06,2000-12-29 00:07:01.875000,0.033,0.031,0.23049439303576946,A-Ap
1998/07 - 2003/07,2001-01-27 23:46:48.984375,0.033,0.032,0.26361012645065784,A-Ap
1998/08 - 2003/08,2001-02-28 00:02:17.109375,0.033,0.033,0.2967258598655462,A-Ap
1998/09 - 2003/09,2001-03-31 01:17:45.234375,0.033,0.034,0.3298415932804346,A-Ap
1998/10 - 2003/10,2001-04-30 00:57:32.343750,0.033,0.034,0.362957326695323,A-Ap
1998/11 - 2003/11,2001-05-31 01:13:00.468750,0.036,0.035,0.39767521247267723,A-Ap
1998/12 - 2003/12,2001-06-30 00:52:47.578125,0.036,0.036,0.43399525061249733,A-Ap
1999/01 - 2004/01,2001-07-31 01:01:08.554688,0.036,0.036,0.47031528875231743,A-Ap
1999/02 - 2004/02,2001-08-29 01:02:17.109375,0.036,0.033,0.5066353268921375,A-Ap
1999/03 - 2004/03,2001-09-28 12:56:44.882812,0.035,0.031,0.5422019977122545,A-Ap
1999/04 - 2004/04,2001-10-29 12:09:03.164062,0.023,0.028,0.5712999636307359,A-Ap
1999/05 - 2004/05,2001-11-28 11:43:39.140625,0.023,0.026,0.5946825919672847,A-Ap
1999/06 - 2004/06,2001-12-29 11:55:57.421875,0.023,0.024,0.6180652203038335,A-Ap
1999/07 - 2004/07,2002-01-28 12:02:43.476562,0.023,0.024,0.6414478486403823,A-Ap
1999/08 - 2004/08,2002-02-28 12:15:01.757812,0.025,0.024,0.6654511224478483,A-Ap
1999/09 - 2004/09,2002-03-31 12:55:09.960938,0.025,0.024,0.6900750417262316,A-Ap
1999/10 - 2004/10,2002-04-30 13:01:56.015625,0.025,0.023,0.7146989610046148,A-Ap
1999/11 - 2004/11,2002-05-31 13:14:14.296875,0.025,0.022,0.7393228802829981,A-Ap
1999/12 - 2004/12,2002-06-30 12:48:50.273438,0.019,0.02,0.7609050665050745,A-Ap
2000/01 - 2005/01,2002-07-31 13:01:08.554688,0.017,0.019,0.7784745153039694,A-Ap
2000/02 - 2005/02,2002-08-30 01:22:08.906250,0.017,0.017,0.7950729597359896,A-Ap
2000/03 - 2005/03,2002-09-29 00:56:44.882812,0.017,0.016,0.8116714041680098,A-Ap
2000/04 - 2005/04,2002-10-30 00:09:03.164062,0.017,0.014,0.82826984860003,A-Ap
2000/05 - 2005/05,2002-11-28 23:43:39.140625,0.011,0.013,0.8421914558857679,A-Ap
2000/06 - 2005/06,2002-12-29 23:55:57.421875,0.011,0.012,0.8534362260252237,A-Ap
2000/07 - 2005/07,2003-01-29 00:02:43.476562,0.011,0.011,0.8646809961646795,A-Ap
2000/08 - 2005/08,2003-03-01 00:15:01.757812,0.011,0.013,0.8759257663041353,A-Ap
2000/09 - 2005/09,2003-04-01 00:55:09.960938,0.011,0.014,0.8871705364435911,A-Ap
2000/10 - 2005/10,2003-05-01 01:01:56.015625,0.018,0.015,0.9016323601827025,A-Ap
2000/11 - 2005/11,2003-06-01 01:14:14.296875,0.018,0.016,0.9193112375214696,A-Ap
2000/12 - 2005/12,2003-07-01 00:48:50.273438,0.018,0.015,0.9369901148602366,A-Ap
2001/01 - 2006/01,2003-08-01 01:08:15.703125,0.018,0.013,0.9546689921990037,A-Ap
2001/02 - 2006/02,2003-08-30 01:16:31.406250,0.007,0.011,0.966838386375457,A-Ap
2001/03 - 2006/03,2003-09-29 00:56:18.515625,0.007,0.009,0.9734982973895967,A-Ap
2001/04 - 2006/04,2003-10-30 00:11:46.640625,0.007,0.007,0.9801582084037364,A-Ap
2001/05 - 2006/05,2003-11-28 23:51:33.750000,0.007,0.006,0.986818119417876,A-Ap
2001/06 - 2006/06,2003-12-30 00:07:01.875000,0.007,0.005,0.9934780304320157,A-Ap
2001/07 - 2006/07,2004-01-28 23:46:48.984375,0.003,0.005,0.9983623368898407,A-Ap
2001/08 - 2006/08,2004-02-29 00:02:17.109375,0.003,0.004,1.001471038791351,A-Ap
2001/09 - 2006/09,2004-03-31 01:17:45.234375,0.003,0.002,1.0045797406928614,A-Ap
2001/10 - 2006/10,2004-04-30 00:57:32.343750,0.003,0.001,1.0076884425943717,A-Ap
2001/11 - 2006/11,2004-05-31 01:13:00.468750,-0.0,-0.001,1.0090447816910455,A-Ap
2001/12 - 2006/12,2004-06-30 00:52:47.578125,-0.005,-0.002,1.00632728569326,A-Ap
2002/01 - 2007/01,2004-07-31 01:08:15.703125,-0.005,-0.004,1.0012883174058516,A-Ap
2002/02 - 2007/02,2004-08-29 01:16:31.406250,-0.005,-0.007,0.9962493491184432,A-Ap
2002/03 - 2007/03,2004-09-28 00:56:18.515625,-0.005,-0.008,0.9912103808310349,A-Ap
2002/04 - 2007/04,2004-10-29 01:11:46.640625,-0.013,-0.01,0.9823400553141255,A-Ap
2002/05 - 2007/05,2004-11-27 23:51:33.750000,-0.013,-0.011,0.9696383725677151,A-Ap
2002/06 - 2007/06,2004-12-29 00:07:01.875000,-0.013,-0.013,0.9569366898213048,A-Ap
2002/07 - 2007/07,2005-01-27 23:46:48.984375,-0.013,-0.011,0.9442350070748944,A-Ap
2002/08 - 2007/08,2005-02-28 00:02:17.109375,-0.013,-0.01,0.931533324328484,A-Ap
2002/09 - 2007/09,2005-03-31 01:17:45.234375,-0.006,-0.009,0.9223188932810444,A-Ap
2002/10 - 2007/10,2005-04-30 00:57:32.343750,-0.006,-0.007,0.9165917139325757,A-Ap
2002/11 - 2007/11,2005-05-31 01:13:00.468750,-0.006,-0.008,0.9108645345841069,A-Ap
2002/12 - 2007/12,2005-06-30 00:52:47.578125,-0.006,-0.011,0.9051373552356381,A-Ap
2003/01 - 2008/01,2005-07-31 01:01:08.554688,-0.018,-0.013,0.8930571924720425,A-Ap
2003/02 - 2008/02,2005-08-29 01:02:17.109375,-0.018,-0.016,0.8746240462933201,A-Ap
2003/03 - 2008/03,2005-09-28 12:56:44.882812,-0.018,-0.018,0.8561909001145978,A-Ap
2003/04 - 2008/04,2005-10-29 13:09:03.164062,-0.018,-0.017,0.8377577539358754,A-Ap
2003/05 - 2008/05,2005-11-28 11:43:39.140625,-0.018,-0.015,0.819324607757153,A-Ap
2003/06 - 2008/06,2005-12-29 11:55:57.421875,-0.01,-0.013,0.8053509814490099,A-Ap
2003/07 - 2008/07,2006-01-28 12:02:43.476562,-0.01,-0.011,0.795836875011446,A-Ap
2003/08 - 2008/08,2006-02-28 12:15:01.757812,-0.01,-0.009,0.7863227685738821,A-Ap
2003/09 - 2008/09,2006-03-31 12:55:09.960938,-0.01,-0.008,0.7768086621363182,A-Ap
2003/10 - 2008/10,2006-04-30 13:01:56.015625,-0.006,-0.006,0.7688982542895246,A-Ap
2003/11 - 2008/11,2006-05-31 13:14:14.296875,-0.003,-0.005,0.7641330788901541,A-Ap
2003/12 - 2008/12,2006-06-30 12:48:50.273438,-0.003,-0.004,0.7609094373474363,A-Ap
2004/01 - 2009/01,2006-07-31 13:01:08.554688,-0.003,-0.003,0.7576857958047185,A-Ap
2004/02 - 2009/02,2006-08-30 01:22:08.906250,-0.003,-0.003,0.7544621542620007,A-Ap
2004/03 - 2009/03,2006-09-29 00:56:44.882812,-0.003,-0.003,0.7513083198864479,A-Ap
2004/04 - 2009/04,2006-10-30 00:09:03.164062,-0.003,-0.003,0.74822429267806,A-Ap
2004/05 - 2009/05,2006-11-28 23:43:39.140625,-0.003,-0.003,0.7451402654696722,A-Ap
2004/06 - 2009/06,2006-12-29 23:55:57.421875,-0.003,0.001,0.7420562382612843,A-Ap
2004/07 - 2009/07,2007-01-29 00:02:43.476562,-0.003,0.005,0.7389722110528965,A-Ap
2004/08 - 2009/08,2007-03-01 00:15:01.757812,0.017,0.009,0.7461333351966459,A-Ap
2004/09 - 2009/09,2007-04-01 00:55:09.960938,0.017,0.013,0.7635396106925327,A-Ap
2004/10 - 2009/10,2007-05-01 01:01:56.015625,0.017,0.018,0.7809458861884195,A-Ap
2004/11 - 2009/11,2007-06-01 01:14:14.296875,0.017,0.019,0.7983521616843063,A-Ap
2004/12 - 2009/12,2007-07-01 00:48:50.273438,0.021,0.02,0.8176104754966218,A-Ap
2005/01 - 2010/01,2007-08-01 01:08:15.703125,0.021,0.02,0.8387208276253659,A-Ap
2005/02 - 2010/02,2007-08-30 01:16:31.406250,0.021,0.021,0.85983117975411,A-Ap
2005/03 - 2010/03,2007-09-29 00:56:18.515625,0.021,0.022,0.8809415318828542,A-Ap
2005/04 - 2010/04,2007-10-30 00:11:46.640625,0.021,0.024,0.9020518840115983,A-Ap
2005/05 - 2010/05,2007-11-28 23:51:33.750000,0.028,0.025,0.9265273169439752,A-Ap
2005/06 - 2010/06,2007-12-30 00:07:01.875000,0.028,0.026,0.9543678306799848,A-Ap
2005/07 - 2010/07,2008-01-28 23:46:48.984375,0.028,0.028,0.9822083444159944,A-Ap
2005/08 - 2010/08,2008-02-29 00:02:17.109375,0.028,0.029,1.010048858152004,A-Ap
2005/09 - 2010/09,2008-03-31 01:17:45.234375,0.027,0.031,1.0374059819441754,A-Ap
2005/10 - 2010/10,2008-04-30 00:57:32.343750,0.036,0.033,1.069052656443091,A-Ap
2005/11 - 2010/11,2008-05-31 01:13:00.468750,0.036,0.035,1.105472271592589,A-Ap
2005/12 - 2010/12,2008-06-30 00:52:47.578125,0.036,0.036,1.141891886742087,A-Ap
2006/01 - 2011/01,2008-07-31 01:08:15.703125,0.036,0.035,1.178311501891585,A-Ap
2006/02 - 2011/02,2008-08-29 01:16:31.406250,0.033,0.034,1.2128184170287568,A-Ap
2006/03 - 2011/03,2008-09-28 00:56:18.515625,0.033,0.033,1.2454126321536023,A-Ap
2006/04 - 2011/04,2008-10-29 00:11:46.640625,0.033,0.033,1.2780068472784478,A-Ap
2006/05 - 2011/05,2008-11-27 23:51:33.750000,0.033,0.033,1.3106010624032933,A-Ap
2006/06 - 2011/06,2008-12-29 00:07:01.875000,0.033,0.034,1.3431952775281388,A-Ap
2006/07 - 2011/07,2009-01-27 23:46:48.984375,0.036,0.035,1.3775732789945323,A-Ap
2006/08 - 2011/08,2009-02-28 00:02:17.109375,0.036,0.035,1.4137350668024737,A-Ap
2006/09 - 2011/09,2009-03-31 01:17:45.234375,0.036,0.036,1.4498968546104152,A-Ap
2006/10 - 2011/10,2009-04-30 00:57:32.343750,0.036,0.035,1.4860586424183566,A-Ap
2006/11 - 2011/11,2009-05-31 01:13:00.468750,0.033,0.034,1.5206575144839007,A-Ap
2006/12 - 2011/12,2009-06-30 00:52:47.578125,0.033,0.034,1.5536934708070476,A-Ap
2007/01 - 2012/01,2009-07-31 01:01:08.554688,0.033,0.033,1.5867294271301944,A-Ap
2007/02 - 2012/02,2009-08-29 01:02:17.109375,0.033,0.032,1.6197653834533412,A-Ap
2007/03 - 2012/03,2009-09-28 12:56:44.882812,0.033,0.03,1.652801339776488,A-Ap
2007/04 - 2012/04,2009-10-29 12:09:03.164062,0.027,0.029,1.6826526180666406,A-Ap
2007/05 - 2012/05,2009-11-28 11:43:39.140625,0.027,0.028,1.7093192183237989,A-Ap
2007/06 - 2012/06,2009-12-29 11:55:57.421875,0.027,0.028,1.7359858185809571,A-Ap
2007/07 - 2012/07,2010-01-28 12:02:43.476562,0.027,0.029,1.7626524188381154,A-Ap
2007/08 - 2012/08,2010-02-28 12:15:01.757812,0.033,0.031,1.7923631978046615,A-Ap
2007/09 - 2012/09,2010-03-31 12:55:09.960938,0.034,0.032,1.825842934922548,A-Ap
2007/10 - 2012/10,2010-04-30 13:01:56.015625,0.034,0.034,1.8600474514823873,A-Ap
2007/11 - 2012/11,2010-05-31 13:14:14.296875,0.034,0.033,1.8942519680422265,A-Ap
2007/12 - 2012/12,2010-06-30 12:48:50.273438,0.034,0.032,1.9284564846020658,A-Ap
2008/01 - 2013/01,2010-07-31 13:01:08.554688,0.028,0.031,1.9597396238532383,A-Ap
2008/02 - 2013/02,2010-08-30 01:22:08.906250,0.028,0.03,1.9881013857957441,A-Ap
2008/03 - 2013/03,2010-09-29 00:56:44.882812,0.028,0.028,2.01646314773825,A-Ap
2008/04 - 2013/04,2010-10-30 01:09:03.164062,0.028,0.029,2.044824909680756,A-Ap
2008/05 - 2013/05,2010-11-28 23:43:39.140625,0.028,0.029,2.0731866716232616,A-Ap
2008/06 - 2013/06,2010-12-29 23:55:57.421875,0.029,0.029,2.1019444375124294,A-Ap
2008/07 - 2013/07,2011-01-29 00:02:43.476562,0.029,0.029,2.131098207348259,A-Ap
2008/08 - 2013/08,2011-03-01 00:15:01.757812,0.029,0.03,2.160251977184089,A-Ap
2008/09 - 2013/09,2011-04-01 00:55:09.960938,0.029,0.031,2.1894057470199186,A-Ap
2008/10 - 2013/10,2011-05-01 01:01:56.015625,0.034,0.032,2.2208502434950788,A-Ap
2008/11 - 2013/11,2011-06-01 01:14:14.296875,0.034,0.033,2.2545854666095693,A-Ap
2008/12 - 2013/12,2011-07-01 00:48:50.273438,0.034,0.034,2.2883206897240598,A-Ap
2009/01 - 2014/01,2011-08-01 01:08:15.703125,0.034,0.036,2.3220559128385503,A-Ap
2009/02 - 2014/02,2011-08-30 01:16:31.406250,0.034,0.039,2.355791135953041,A-Ap
2009/03 - 2014/03,2011-09-29 00:56:18.515625,0.047,0.042,2.396312664524885,A-Ap
2009/04 - 2014/04,2011-10-30 01:11:46.640625,0.047,0.045,2.4436204985540826,A-Ap
2009/05 - 2014/05,2011-11-28 23:51:33.750000,0.047,0.048,2.4909283325832803,A-Ap
2009/06 - 2014/06,2011-12-30 00:07:01.875000,0.047,0.05,2.538236166612478,A-Ap
2009/07 - 2014/07,2012-01-28 23:46:48.984375,0.051,0.051,2.5871622052800376,A-Ap
2009/08 - 2014/08,2012-02-29 00:02:17.109375,0.056,0.053,2.640235322789522,A-Ap
2009/09 - 2014/09,2012-03-31 01:17:45.234375,0.056,0.055,2.695837314502569,A-Ap
2009/10 - 2014/10,2012-04-30 00:57:32.343750,0.056,0.055,2.751439306215616,A-Ap
2009/11 - 2014/11,2012-05-31 01:13:00.468750,0.056,0.055,2.807041297928663,A-Ap
2009/12 - 2014/12,2012-06-30 00:52:47.578125,0.054,0.054,2.8616544001561124,A-Ap
2010/01 - 2015/01,2012-07-31 01:08:15.703125,0.054,0.054,2.915278612897964,A-Ap
2010/02 - 2015/02,2012-08-29 01:16:31.406250,0.054,0.054,2.968902825639816,A-Ap
2010/03 - 2015/03,2012-09-28 00:56:18.515625,0.054,0.054,3.022527038381668,A-Ap
2010/04 - 2015/04,2012-10-29 00:11:46.640625,0.054,0.054,3.0761512511235196,A-Ap
2010/05 - 2015/05,2012-11-27 23:51:33.750000,0.054,0.054,3.1299565576773603,A-Ap
2010/06 - 2015/06,2012-12-29 00:07:01.875000,0.054,0.054,3.1839429580431897,A-Ap
2010/07 - 2015/07,2013-01-27 23:46:48.984375,0.054,0.054,3.237929358409019,A-Ap
2010/08 - 2015/08,2013-02-28 00:02:17.109375,0.054,0.055,3.2919157587748487,A-Ap
2010/09 - 2015/09,2013-03-31 00:17:45.234375,0.056,0.055,3.3467426796269137,A-Ap
2010/10 - 2015/10,2013-04-30 00:57:32.343750,0.056,0.055,3.4024101209652144,A-Ap
2010/11 - 2015/11,2013-05-31 01:13:00.468750,0.056,0.056,3.458077562303515,A-Ap
2010/12 - 2015/12,2013-06-30 00:52:47.578125,0.056,0.054,3.513745003641816,A-Ap
2011/01 - 2016/01,2013-07-31 01:01:08.554688,0.056,0.051,3.5694124449801166,A-Ap
2011/02 - 2016/02,2013-08-29 01:02:17.109375,0.045,0.049,3.619671094493242,A-Ap
2011/03 - 2016/03,2013-09-28 12:56:44.882812,0.045,0.047,3.664520952181192,A-Ap
2011/04 - 2016/04,2013-10-29 12:09:03.164062,0.045,0.045,3.7093708098691422,A-Ap
2011/05 - 2016/05,2013-11-28 11:43:39.140625,0.045,0.043,3.7542206675570924,A-Ap
2011/06 - 2016/06,2013-12-29 11:55:57.421875,0.044,0.042,3.7984076899301726,A-Ap
2011/07 - 2016/07,2014-01-28 12:02:43.476562,0.038,0.041,3.8393904466938693,A-Ap
2011/08 - 2016/08,2014-02-28 12:15:01.757812,0.038,0.039,3.8778317731630523,A-Ap
2011/09 - 2016/09,2014-03-31 12:55:09.960938,0.038,0.037,3.9162730996322352,A-Ap
2011/10 - 2016/10,2014-04-30 13:01:56.015625,0.038,0.036,3.954714426101418,A-Ap
2011/11 - 2016/11,2014-05-31 13:14:14.296875,0.033,0.035,3.9905862633895595,A-Ap
2011/12 - 2016/12,2014-06-30 12:48:50.273438,0.033,0.034,4.023888611496659,A-Ap
2012/01 - 2017/01,2014-07-31 13:01:08.554688,0.033,0.033,4.0571909596037585,A-Ap
2012/02 - 2017/02,2014-08-30 01:22:08.906250,0.033,0.033,4.090493307710858,A-Ap
2012/03 - 2017/03,2014-09-29 00:56:44.882812,0.033,0.032,4.123795655817958,A-Ap
2012/04 - 2017/04,2014-10-30 00:09:03.164062,0.029,0.031,4.155099750758382,A-Ap
2012/05 - 2017/05,2014-11-28 23:43:39.140625,0.029,0.03,4.18440559253213,A-Ap
2012/06 - 2017/06,2014-12-29 23:55:57.421875,0.029,0.03,4.213711434305878,A-Ap
2012/07 - 2017/07,2015-01-29 00:02:43.476562,0.029,0.031,4.243017276079627,A-Ap
2012/08 - 2017/08,2015-03-01 00:15:01.757812,0.034,0.032,4.274499927909346,A-Ap
2012/09 - 2017/09,2015-04-01 00:55:09.960938,0.034,0.033,4.308159389795037,A-Ap
2012/10 - 2017/10,2015-05-01 01:01:56.015625,0.034,0.034,4.341818851680728,A-Ap
2012/11 - 2017/11,2015-06-01 01:14:14.296875,0.034,0.033,4.375478313566418,A-Ap
2012/12 - 2017/12,2015-07-01 00:48:50.273438,0.034,0.033,4.409137775452109,A-Ap
2013/01 - 2018/01,2015-08-01 01:08:15.703125,0.031,0.032,4.441479931847425,A-Ap
2013/02 - 2018/02,2015-08-30 01:16:31.406250,0.031,0.032,4.472504782752367,A-Ap
2013/03 - 2018/03,2015-09-29 00:56:18.515625,0.031,0.032,4.503529633657308,A-Ap
2013/04 - 2018/04,2015-10-30 00:11:46.640625,0.031,0.032,4.53455448456225,A-Ap
2013/05 - 2018/05,2015-11-28 23:51:33.750000,0.034,0.032,4.567054269165965,A-Ap
2013/06 - 2018/06,2015-12-30 00:07:01.875000,0.032,0.032,4.5999631241720635,A-Ap
2013/07 - 2018/07,2016-01-28 23:46:48.984375,0.032,0.032,4.631806115881773,A-Ap
2013/08 - 2018/08,2016-02-29 00:02:17.109375,0.032,0.033,4.663649107591482,A-Ap
2013/09 - 2018/09,2016-03-31 01:17:45.234375,0.032,0.034,4.695492099301191,A-Ap
2013/10 - 2018/10,2016-04-30 00:57:32.343750,0.036,0.035,4.72962933339295,A-Ap
2013/11 - 2018/11,2016-05-31 01:13:00.468750,0.036,0.036,4.766060809866758,A-Ap
2013/12 - 2018/12,2016-06-30 00:52:47.578125,0.036,0.036,4.802492286340566,A-Ap
2014/01 - 2019/01,2016-07-31 01:08:15.703125,0.036,0.036,4.838923762814375,A-Ap
2014/02 - 2019/02,2016-08-29 01:16:31.406250,0.036,0.036,4.875355239288183,A-Ap
2014/03 - 2019/03,2016-09-28 00:56:18.515625,0.035,0.036,4.911110266373726,A-Ap
2014/04 - 2019/04,2016-10-29 01:11:46.640625,0.035,0.035,4.946188844071003,A-Ap
2014/05 - 2019/05,2016-11-27 23:51:33.750000,0.035,0.035,4.98126742176828,A-Ap
2014/06 - 2019/06,2016-12-29 00:07:01.875000,0.035,0.036,5.016345999465557,A-Ap
2014/07 - 2019/07,2017-01-27 23:46:48.984375,0.037,0.036,5.052213973627659,A-Ap
2014/08 - 2019/08,2017-02-28 00:02:17.109375,0.037,0.036,5.088871344254585,A-Ap
2014/09 - 2019/09,2017-03-31 01:17:45.234375,0.037,0.037,5.125528714881511,A-Ap
2014/10 - 2019/10,2017-04-30 00:57:32.343750,0.037,0.036,5.162186085508438,A-Ap
2014/11 - 2019/11,2017-05-31 01:13:00.468750,0.037,0.035,5.198843456135364,A-Ap
2014/12 - 2019/12,2017-06-30 00:52:47.578125,0.033,0.034,5.233590410352917,A-Ap
2015/01 - 2020/01,2017-07-31 01:01:08.554688,0.033,0.034,5.266426948161097,A-Ap
2015/02 - 2020/02,2017-08-29 01:02:17.109375,0.033,0.032,5.299263485969277,A-Ap
2015/03 - 2020/03,2017-09-28 12:56:44.882812,0.033,0.032,5.332100023777457,A-Ap
2015/04 - 2020/04,2017-10-29 12:09:03.164062,0.031,0.032,5.3638274402183015,A-Ap
2015/05 - 2020/05,2017-11-28 11:43:39.140625,0.032,0.032,5.39495585046825,A-Ap
2015/06 - 2020/06,2017-12-29 11:55:57.421875,0.032,0.031,5.426594375894638,A-Ap
2015/07 - 2020/07,2018-01-28 12:02:43.476562,0.032,0.032,5.458232901321026,A-Ap
2015/08 - 2020/08,2018-02-28 12:15:01.757812,0.032,0.033,5.489871426747413,A-Ap
2015/09 - 2020/09,2018-03-31 12:55:09.960938,0.036,0.034,5.5236314956855495,A-Ap
2015/10 - 2020/10,2018-04-30 13:01:56.015625,0.036,0.035,5.559513108135434,A-Ap
2015/11 - 2020/11,2018-05-31 13:14:14.296875,0.036,0.036,5.595394720585318,A-Ap
2015/12 - 2020/12,2018-06-30 12:48:50.273438,0.036,0.034,5.631276333035203,A-Ap
2016/01 - 2021/01,2018-07-31 13:01:08.554688,0.036,0.032,5.667157945485087,A-Ap
2016/02 - 2021/02,2018-08-30 01:22:08.906250,0.027,0.031,5.698810680099996,A-Ap
2016/03 - 2021/03,2018-09-29 00:56:44.882812,0.027,0.029,5.726234536879929,A-Ap
2016/04 - 2021/04,2018-10-30 00:09:03.164062,0.027,0.027,5.753658393659862,A-Ap
2016/05 - 2021/05,2018-11-28 23:43:39.140625,0.027,0.027,5.781082250439795,A-Ap
2016/06 - 2021/06,2018-12-29 23:55:57.421875,0.026,0.026,5.807732442655833,A-Ap
2016/07 - 2021/07,2019-01-29 00:02:43.476562,0.026,0.026,5.833608970307978,A-Ap
2016/08 - 2021/08,2019-03-01 00:15:01.757812,0.026,0.026,5.859485497960122,A-Ap
2016/09 - 2021/09,2019-04-01 00:55:09.960938,0.026,0.026,5.885362025612267,A-Ap
2016/10 - 2021/10,2019-05-01 01:01:56.015625,0.026,0.026,5.911238553264411,A-Ap
2016/11 - 2021/11,2019-06-01 01:14:14.296875,0.025,0.025,5.936742258520098,A-Ap
2016/12 - 2021/12,2019-07-01 00:48:50.273438,0.025,0.025,5.9618731413793284,A-Ap
2017/01 - 2022/01,2019-08-01 01:08:15.703125,0.025,0.026,5.9870040242385585,A-Ap
2017/02 - 2022/02,2019-08-30 01:16:31.406250,0.025,0.026,6.0121349070977885,A-Ap
2017/03 - 2022/03,2019-09-29 00:56:18.515625,0.029,0.027,6.039167986513348,A-Ap
2017/04 - 2022/04,2019-10-30 00:11:46.640625,0.027,0.027,6.067085954622598,A-Ap
2017/05 - 2022/05,2019-11-28 23:51:33.750000,0.027,0.027,6.093986614869209,A-Ap
2017/06 - 2022/06,2019-12-30 00:07:01.875000,0.027,0.029,6.12088727511582,A-Ap
2017/07 - 2022/07,2020-01-28 23:46:48.984375,0.027,0.03,6.14778793536243,A-Ap
2017/08 - 2022/08,2020-02-29 00:02:17.109375,0.036,0.032,6.179103472532006,A-Ap
2017/09 - 2022/09,2020-03-31 01:17:45.234375,0.036,0.034,6.214833886624547,A-Ap
2017/10 - 2022/10,2020-04-30 00:57:32.343750,0.036,0.036,6.2505643007170875,A-Ap
2017/11 - 2022/11,2020-05-31 01:13:00.468750,0.036,0.035,6.286294714809628,A-Ap
2017/12 - 2022/12,2020-06-30 00:52:47.578125,0.036,0.034,6.322025128902169,A-Ap
2018/01 - 2023/01,2020-07-31 01:08:15.703125,0.032,0.033,6.355728018359514,A-Ap
2018/02 - 2023/02,2020-08-29 01:16:31.406250,0.032,0.032,6.387403383181663,A-Ap
2018/03 - 2023/03,2020-09-28 00:56:18.515625,0.032,0.032,6.4190787480038125,A-Ap
2018/04 - 2023/04,2020-10-29 00:11:46.640625,0.032,0.032,6.450754112825962,A-Ap
2018/05 - 2023/05,2020-11-27 23:51:33.750000,0.032,0.032,6.482682966889115,A-Ap
2018/06 - 2023/06,2020-12-29 00:07:01.875000,0.032,0.032,6.514865310193272,A-Ap
2018/07 - 2023/07,2021-01-27 23:46:48.984375,0.032,0.032,6.54704765349743,A-Ap
2018/08 - 2023/08,2021-02-28 00:02:17.109375,0.032,0.032,6.579229996801587,A-Ap
2018/09 - 2023/09,2021-03-31 01:17:45.234375,0.032,0.032,6.611412340105744,A-Ap
